data,dia_da_semana,horario,quem_fez_o_pedido,id_pedido,id_aluno,tipo_pedido,opcao_salada,opcao_doce,opcao_fruta
2024-11-08,Friday,19:00:00,Aluno 1591,12833,1310,tipo3,Sim,Não,Sim
2024-11-08,Friday,19:00:00,Aluno 1510,10009,1781,tipo2,Sim,Sim,Não
2024-11-08,Friday,14:30:00,Aluno 1374,18726,1525,tipo3,Sim,Sim,Não
2024-11-08,Friday,18:00:00,Aluno 1802,19158,1417,tipo2,Sim,Sim,Não
2024-11-08,Friday,10:00:00,Aluno 1197,10851,1746,tipo2,Não,Sim,Não
2024-11-08,Friday,20:00:00,Aluno 1849,11605,1828,tipo2,Não,Não,Sim
2024-11-08,Friday,20:30:00,Aluno 1968,11200,1752,tipo1,Sim,Não,Sim
2024-11-08,Friday,11:30:00,Aluno 1207,13445,1796,tipo3,Não,Não,Sim
2024-11-08,Friday,20:00:00,Aluno 1611,19556,1882,tipo2,Não,Não,Sim
2024-11-08,Friday,17:00:00,Aluno 1002,10430,1270,tipo1,Sim,Não,Sim
2024-11-08,Friday,14:30:00,Aluno 1142,14836,1259,tipo4,Sim,Não,Sim
2024-11-08,Friday,18:30:00,Aluno 1113,16460,1233,tipo3,Não,Sim,Não
2024-11-08,Friday,10:30:00,Aluno 1754,10226,1799,tipo4,Sim,Não,Sim
2024-11-08,Friday,20:30:00,Aluno 1254,15729,1778,tipo4,Não,Não,Sim
2024-11-08,Friday,11:30:00,Aluno 1654,11190,1967,tipo1,Sim,Sim,Não
2024-11-08,Friday,20:30:00,Aluno 1366,14141,1795,tipo2,Sim,Não,Sim
2024-11-08,Friday,12:30:00,Aluno 1549,13307,1038,tipo1,Não,Sim,Não
2024-11-08,Friday,11:30:00,Aluno 1320,18261,1770,tipo2,Sim,Sim,Não
2024-11-08,Friday,10:00:00,Aluno 1625,10647,1819,tipo3,Não,Sim,Não
2024-11-08,Friday,19:00:00,Aluno 1698,12279,1871,tipo1,Não,Não,Sim
2024-11-08,Friday,13:30:00,Aluno 1469,16803,1300,tipo3,Não,Sim,Não
2024-11-08,Friday,11:00:00,Aluno 1008,16699,1136,tipo2,Não,Não,Sim
2024-11-08,Friday,18:30:00,Aluno 1899,16759,1041,tipo2,Não,Sim,Não
2024-11-08,Friday,20:00:00,Aluno 1266,15230,1455,tipo2,Não,Sim,Não
2024-11-08,Friday,18:30:00,Aluno 1952,10826,1179,tipo3,Sim,Sim,Não
2024-11-08,Friday,19:00:00,Aluno 1477,11218,1661,tipo3,Não,Sim,Não
2024-11-08,Friday,13:30:00,Aluno 1268,13579,1919,tipo1,Não,Não,Sim
2024-11-09,Saturday,17:30:00,Aluno 1241,19484,1166,tipo2,Sim,Não,Sim
2024-11-09,Saturday,18:00:00,Aluno 1156,12608,2000,tipo3,Não,Não,Sim
2024-11-09,Saturday,20:30:00,Aluno 1905,18174,1334,tipo3,Não,Sim,Não
2024-11-09,Saturday,17:30:00,Aluno 1777,14924,1536,tipo3,Não,Não,Sim
2024-11-09,Saturday,17:30:00,Aluno 1910,17369,1048,tipo4,Não,Sim,Não
2024-11-09,Saturday,10:30:00,Aluno 1930,15287,1871,tipo2,Sim,Sim,Não
2024-11-09,Saturday,11:30:00,Aluno 1327,12866,1509,tipo2,Sim,Sim,Não
2024-11-09,Saturday,17:00:00,Aluno 1338,10863,1940,tipo1,Sim,Sim,Não
2024-11-09,Saturday,13:30:00,Aluno 1731,18445,1241,tipo3,Sim,Não,Sim
2024-11-09,Saturday,10:30:00,Aluno 1397,12915,1775,tipo2,Não,Não,Sim
2024-11-09,Saturday,19:00:00,Aluno 1095,18748,1557,tipo3,Sim,Sim,Não
2024-11-09,Saturday,18:00:00,Aluno 1984,19320,1315,tipo3,Sim,Não,Sim
2024-11-09,Saturday,20:30:00,Aluno 1057,17782,1843,tipo1,Sim,Não,Sim
2024-11-09,Saturday,11:00:00,Aluno 1441,16342,1063,tipo2,Não,Sim,Não
2024-11-09,Saturday,10:00:00,Aluno 1691,15953,1819,tipo2,Sim,Sim,Não
2024-11-09,Saturday,17:00:00,Aluno 1755,19927,1256,tipo3,Sim,Sim,Não
2024-11-09,Saturday,17:30:00,Aluno 1211,14123,1848,tipo1,Não,Sim,Não
2024-11-09,Saturday,14:30:00,Aluno 1252,12232,1253,tipo1,Não,Sim,Não
2024-11-09,Saturday,11:00:00,Aluno 1789,17043,1420,tipo1,Sim,Não,Sim
2024-11-09,Saturday,18:00:00,Aluno 1274,15612,1920,tipo3,Não,Não,Sim
2024-11-09,Saturday,19:30:00,Aluno 1551,15299,1024,tipo4,Sim,Não,Sim
2024-11-09,Saturday,18:30:00,Aluno 1784,15705,1154,tipo3,Não,Não,Sim
2024-11-09,Saturday,20:00:00,Aluno 1914,19645,1617,tipo4,Sim,Sim,Não
2024-11-09,Saturday,14:00:00,Aluno 1336,10856,1594,tipo3,Não,Sim,Não
2024-11-09,Saturday,11:30:00,Aluno 1145,15433,1480,tipo1,Sim,Sim,Não
2024-11-09,Saturday,12:30:00,Aluno 1867,12322,1465,tipo4,Não,Não,Sim
2024-11-09,Saturday,10:30:00,Aluno 1365,15021,1875,tipo1,Não,Sim,Não
2024-11-09,Saturday,20:00:00,Aluno 1420,14029,1497,tipo3,Não,Não,Sim
2024-11-09,Saturday,11:30:00,Aluno 1970,17584,1685,tipo1,Sim,Não,Sim
2024-11-09,Saturday,14:00:00,Aluno 1673,19099,1478,tipo2,Não,Não,Sim
2024-11-09,Saturday,10:00:00,Aluno 1383,19580,1737,tipo4,Sim,Sim,Não
2024-11-09,Saturday,12:00:00,Aluno 1464,14763,1612,tipo2,Não,Não,Sim
2024-11-09,Saturday,19:30:00,Aluno 1897,13590,1467,tipo3,Não,Não,Sim
2024-11-09,Saturday,17:30:00,Aluno 1061,19513,1175,tipo3,Sim,Não,Sim
2024-11-09,Saturday,11:30:00,Aluno 1544,12163,1556,tipo1,Não,Sim,Não
2024-11-09,Saturday,11:30:00,Aluno 1464,19431,1320,tipo4,Sim,Sim,Não
2024-11-09,Saturday,17:30:00,Aluno 1713,13300,1259,tipo3,Não,Não,Sim
2024-11-09,Saturday,11:00:00,Aluno 1957,11288,1872,tipo1,Não,Sim,Não
2024-11-09,Saturday,20:00:00,Aluno 1768,19268,1545,tipo3,Sim,Sim,Não
2024-11-09,Saturday,17:00:00,Aluno 1879,12723,1095,tipo1,Sim,Não,Sim
2024-11-09,Saturday,20:30:00,Aluno 1435,16738,1174,tipo3,Não,Sim,Não
2024-11-09,Saturday,20:30:00,Aluno 1625,17003,1548,tipo2,Sim,Sim,Não
2024-11-09,Saturday,14:00:00,Aluno 1794,11114,1836,tipo3,Sim,Não,Sim
2024-11-09,Saturday,17:00:00,Aluno 1284,10326,1180,tipo3,Sim,Não,Sim
2024-11-09,Saturday,17:30:00,Aluno 1575,16196,1360,tipo1,Não,Sim,Não
2024-11-09,Saturday,17:30:00,Aluno 1536,15748,1651,tipo2,Não,Não,Sim
2024-11-09,Saturday,18:00:00,Aluno 1297,15465,1200,tipo1,Não,Não,Sim
2024-11-09,Saturday,20:00:00,Aluno 1199,18574,1588,tipo3,Não,Sim,Não
2024-11-09,Saturday,10:30:00,Aluno 1894,13502,1476,tipo3,Não,Não,Sim
2024-11-09,Saturday,14:30:00,Aluno 1771,19394,1510,tipo2,Sim,Sim,Não
2024-11-09,Saturday,12:00:00,Aluno 1595,12881,1057,tipo1,Sim,Sim,Não
2024-11-09,Saturday,10:30:00,Aluno 1954,14491,1813,tipo1,Sim,Não,Sim
2024-11-09,Saturday,17:30:00,Aluno 1725,18081,1736,tipo3,Sim,Não,Sim
2024-11-09,Saturday,20:00:00,Aluno 1256,17976,1531,tipo2,Não,Não,Sim
2024-11-09,Saturday,19:30:00,Aluno 1180,13729,1885,tipo4,Não,Sim,Não
2024-11-09,Saturday,12:30:00,Aluno 1320,18672,1378,tipo4,Não,Sim,Não
2024-11-09,Saturday,13:30:00,Aluno 1994,11437,1972,tipo3,Sim,Sim,Não
2024-11-09,Saturday,11:00:00,Aluno 1494,10362,1082,tipo1,Sim,Não,Sim
2024-11-09,Saturday,19:30:00,Aluno 1729,13233,1872,tipo4,Não,Não,Sim
2024-11-09,Saturday,17:00:00,Aluno 1558,12558,1384,tipo2,Não,Sim,Não
2024-11-09,Saturday,20:30:00,Aluno 1238,15620,1864,tipo1,Não,Não,Sim
2024-11-09,Saturday,14:00:00,Aluno 1651,19651,1125,tipo4,Não,Sim,Não
2024-11-09,Saturday,19:30:00,Aluno 1399,14599,1730,tipo4,Não,Não,Sim
2024-11-09,Saturday,18:00:00,Aluno 1221,10703,1654,tipo1,Não,Não,Sim
2024-11-09,Saturday,10:00:00,Aluno 1393,10629,1032,tipo3,Não,Não,Sim
2024-11-09,Saturday,19:00:00,Aluno 1233,14367,1518,tipo1,Não,Sim,Não
2024-11-09,Saturday,18:00:00,Aluno 1623,10014,1944,tipo1,Sim,Não,Sim
2024-11-09,Saturday,14:00:00,Aluno 1062,16960,1481,tipo4,Sim,Sim,Não
2024-11-09,Saturday,20:00:00,Aluno 1467,11353,1141,tipo4,Sim,Sim,Não
2024-11-09,Saturday,18:30:00,Aluno 1207,11416,1197,tipo1,Sim,Não,Sim
2024-11-09,Saturday,18:30:00,Aluno 1608,13169,1547,tipo1,Não,Sim,Não
2024-11-09,Saturday,20:30:00,Aluno 1375,11227,1966,tipo4,Não,Não,Sim
2024-11-09,Saturday,19:00:00,Aluno 1397,18954,1120,tipo1,Não,Não,Sim
2024-11-09,Saturday,12:30:00,Aluno 1678,10057,1761,tipo2,Sim,Sim,Não
2024-11-09,Saturday,17:30:00,Aluno 1101,18508,1729,tipo1,Sim,Não,Sim
2024-11-09,Saturday,20:00:00,Aluno 1631,10444,1573,tipo4,Não,Não,Sim
2024-11-09,Saturday,12:30:00,Aluno 1359,18578,1496,tipo1,Não,Sim,Não
2024-11-09,Saturday,12:00:00,Aluno 1400,12268,1952,tipo3,Não,Não,Sim
2024-11-09,Saturday,12:00:00,Aluno 1463,13758,1414,tipo2,Não,Não,Sim
2024-11-09,Saturday,17:00:00,Aluno 1873,14441,1926,tipo4,Sim,Sim,Não
2024-11-09,Saturday,14:30:00,Aluno 1849,11270,1053,tipo1,Não,Não,Sim
2024-11-09,Saturday,18:00:00,Aluno 1822,14383,1076,tipo3,Sim,Não,Sim
2024-11-09,Saturday,20:30:00,Aluno 1533,10430,1895,tipo1,Não,Sim,Não
2024-11-09,Saturday,19:30:00,Aluno 1382,13756,1911,tipo1,Sim,Não,Sim
2024-11-09,Saturday,18:00:00,Aluno 1490,19506,1521,tipo1,Não,Não,Sim
2024-11-09,Saturday,12:30:00,Aluno 1732,16687,1787,tipo3,Não,Sim,Não
2024-11-09,Saturday,11:30:00,Aluno 2000,13749,1725,tipo1,Não,Não,Sim
2024-11-09,Saturday,11:00:00,Aluno 1685,13389,1868,tipo1,Não,Não,Sim
2024-11-09,Saturday,14:00:00,Aluno 1787,14897,1837,tipo3,Não,Não,Sim
2024-11-09,Saturday,19:30:00,Aluno 1537,15227,1028,tipo1,Sim,Não,Sim
2024-11-09,Saturday,20:30:00,Aluno 1289,16718,1254,tipo2,Não,Não,Sim
2024-11-09,Saturday,18:00:00,Aluno 1449,17340,1983,tipo4,Não,Sim,Não
2024-11-09,Saturday,11:00:00,Aluno 1430,13908,1726,tipo3,Sim,Sim,Não
2024-11-09,Saturday,10:30:00,Aluno 1629,18222,1458,tipo2,Não,Não,Sim
2024-11-09,Saturday,14:30:00,Aluno 1801,17698,1466,tipo4,Não,Sim,Não
2024-11-09,Saturday,19:00:00,Aluno 1920,17424,1222,tipo2,Sim,Sim,Não
2024-11-09,Saturday,14:00:00,Aluno 1222,14185,1229,tipo3,Não,Não,Sim
2024-11-09,Saturday,12:30:00,Aluno 1703,17368,1363,tipo4,Sim,Sim,Não
2024-11-09,Saturday,12:30:00,Aluno 1571,19464,1039,tipo1,Não,Não,Sim
2024-11-09,Saturday,12:00:00,Aluno 1521,17633,1175,tipo2,Não,Não,Sim
2024-11-10,Sunday,18:00:00,Aluno 1278,16633,1109,tipo3,Não,Sim,Não
2024-11-10,Sunday,12:30:00,Aluno 1417,16350,1270,tipo2,Sim,Não,Sim
2024-11-10,Sunday,10:30:00,Aluno 1977,13342,1778,tipo4,Não,Não,Sim
2024-11-10,Sunday,14:30:00,Aluno 1199,10503,1608,tipo4,Não,Sim,Não
2024-11-10,Sunday,18:30:00,Aluno 1836,10795,1548,tipo1,Sim,Sim,Não
2024-11-10,Sunday,19:00:00,Aluno 1023,16688,1163,tipo2,Não,Não,Sim
2024-11-10,Sunday,14:30:00,Aluno 1287,18253,1696,tipo4,Sim,Não,Sim
2024-11-10,Sunday,20:00:00,Aluno 1503,10180,1545,tipo3,Sim,Não,Sim
2024-11-10,Sunday,20:30:00,Aluno 1537,15783,1541,tipo2,Não,Sim,Não
2024-11-10,Sunday,12:30:00,Aluno 1046,14636,1619,tipo1,Não,Não,Sim
2024-11-10,Sunday,19:00:00,Aluno 1208,17963,1131,tipo1,Sim,Não,Sim
2024-11-10,Sunday,14:30:00,Aluno 1135,19580,1548,tipo2,Não,Sim,Não
2024-11-10,Sunday,19:30:00,Aluno 1338,12548,1452,tipo2,Sim,Não,Sim
2024-11-10,Sunday,13:30:00,Aluno 1178,11345,1900,tipo2,Sim,Não,Sim
2024-11-10,Sunday,10:30:00,Aluno 1972,19348,1786,tipo1,Não,Não,Sim
2024-11-10,Sunday,19:00:00,Aluno 1131,16469,1289,tipo3,Não,Não,Sim
2024-11-10,Sunday,17:30:00,Aluno 1060,17560,1426,tipo4,Não,Não,Sim
2024-11-10,Sunday,12:00:00,Aluno 1244,12909,1141,tipo3,Sim,Sim,Não
2024-11-10,Sunday,14:00:00,Aluno 1786,19765,1882,tipo4,Não,Sim,Não
2024-11-10,Sunday,13:30:00,Aluno 1986,19997,1062,tipo3,Não,Não,Sim
2024-11-10,Sunday,20:00:00,Aluno 1337,19108,1881,tipo4,Não,Não,Sim
2024-11-10,Sunday,11:30:00,Aluno 1829,18347,1683,tipo4,Não,Não,Sim
2024-11-10,Sunday,18:30:00,Aluno 1670,18379,1696,tipo2,Não,Sim,Não
2024-11-10,Sunday,12:00:00,Aluno 1492,17866,1253,tipo1,Sim,Sim,Não
2024-11-10,Sunday,10:00:00,Aluno 1760,15076,1115,tipo1,Não,Sim,Não
2024-11-10,Sunday,20:30:00,Aluno 1124,17756,1266,tipo2,Sim,Não,Sim
2024-11-10,Sunday,17:00:00,Aluno 1167,11436,1756,tipo3,Sim,Não,Sim
2024-11-10,Sunday,20:00:00,Aluno 1409,12771,1136,tipo3,Não,Não,Sim
2024-11-10,Sunday,19:00:00,Aluno 1742,19828,1103,tipo1,Não,Sim,Não
2024-11-10,Sunday,17:00:00,Aluno 1557,16670,1894,tipo1,Não,Não,Sim
2024-11-10,Sunday,12:00:00,Aluno 1635,10804,1191,tipo1,Sim,Não,Sim
2024-11-10,Sunday,19:00:00,Aluno 1169,11459,1778,tipo2,Não,Não,Sim
2024-11-10,Sunday,20:00:00,Aluno 1502,18732,1636,tipo4,Sim,Não,Sim
2024-11-10,Sunday,18:00:00,Aluno 1036,11394,1379,tipo2,Não,Sim,Não
2024-11-10,Sunday,13:30:00,Aluno 1195,18684,1265,tipo2,Sim,Não,Sim
2024-11-10,Sunday,18:30:00,Aluno 1406,12549,1954,tipo2,Não,Não,Sim
2024-11-10,Sunday,14:00:00,Aluno 1728,12792,1247,tipo3,Sim,Não,Sim
2024-11-10,Sunday,13:30:00,Aluno 1302,18610,1401,tipo2,Sim,Não,Sim
2024-11-10,Sunday,18:30:00,Aluno 1553,11619,1747,tipo3,Não,Sim,Não
2024-11-10,Sunday,18:30:00,Aluno 1445,11422,1152,tipo3,Não,Sim,Não
2024-11-10,Sunday,10:30:00,Aluno 1270,12734,1238,tipo3,Não,Não,Sim
2024-11-10,Sunday,20:30:00,Aluno 1286,14669,1466,tipo2,Sim,Sim,Não
2024-11-10,Sunday,12:30:00,Aluno 1361,12332,1185,tipo2,Não,Não,Sim
2024-11-10,Sunday,11:00:00,Aluno 1220,15924,1589,tipo1,Não,Não,Sim
2024-11-10,Sunday,20:00:00,Aluno 1750,19226,1716,tipo2,Sim,Sim,Não
2024-11-10,Sunday,11:30:00,Aluno 1960,14934,1712,tipo3,Sim,Não,Sim
2024-11-10,Sunday,19:00:00,Aluno 1327,18676,1158,tipo4,Sim,Sim,Não
2024-11-10,Sunday,17:30:00,Aluno 1217,16731,1113,tipo1,Sim,Não,Sim
2024-11-10,Sunday,17:30:00,Aluno 1902,18810,1361,tipo3,Não,Não,Sim
2024-11-10,Sunday,17:30:00,Aluno 1631,17058,1630,tipo4,Sim,Sim,Não
2024-11-10,Sunday,10:30:00,Aluno 1575,11587,1118,tipo1,Sim,Não,Sim
2024-11-10,Sunday,12:00:00,Aluno 1788,15757,1090,tipo1,Não,Não,Sim
2024-11-10,Sunday,17:30:00,Aluno 1576,19058,1974,tipo2,Não,Sim,Não
2024-11-10,Sunday,17:30:00,Aluno 1469,13650,1427,tipo3,Não,Sim,Não
2024-11-10,Sunday,13:30:00,Aluno 1021,11775,1464,tipo4,Não,Sim,Não
2024-11-10,Sunday,19:30:00,Aluno 1862,17615,1829,tipo3,Sim,Sim,Não
2024-11-10,Sunday,11:00:00,Aluno 1903,14032,1266,tipo3,Não,Não,Sim
2024-11-10,Sunday,18:00:00,Aluno 1242,19824,1295,tipo1,Não,Não,Sim
2024-11-10,Sunday,13:00:00,Aluno 1942,14162,1163,tipo4,Não,Sim,Não
2024-11-10,Sunday,12:00:00,Aluno 1754,13764,1829,tipo2,Não,Sim,Não
2024-11-10,Sunday,19:30:00,Aluno 1071,14411,1957,tipo1,Sim,Sim,Não
2024-11-10,Sunday,10:30:00,Aluno 1618,13422,1897,tipo3,Não,Não,Sim
2024-11-10,Sunday,12:30:00,Aluno 1362,19345,1241,tipo2,Não,Não,Sim
2024-11-10,Sunday,19:00:00,Aluno 1119,17154,1633,tipo2,Não,Não,Sim
2024-11-10,Sunday,10:30:00,Aluno 1730,13578,1996,tipo4,Não,Não,Sim
2024-11-10,Sunday,12:30:00,Aluno 1377,13204,1740,tipo4,Não,Sim,Não
2024-11-10,Sunday,11:00:00,Aluno 1792,19858,1398,tipo3,Sim,Sim,Não
2024-11-10,Sunday,12:30:00,Aluno 1003,12909,1538,tipo2,Sim,Sim,Não
2024-11-10,Sunday,14:30:00,Aluno 1361,19119,1530,tipo3,Não,Sim,Não
2024-11-10,Sunday,14:30:00,Aluno 1533,10437,1626,tipo3,Não,Não,Sim
2024-11-10,Sunday,13:00:00,Aluno 1425,15744,1299,tipo1,Sim,Não,Sim
2024-11-10,Sunday,20:00:00,Aluno 1037,15104,1031,tipo1,Sim,Sim,Não
2024-11-10,Sunday,19:30:00,Aluno 1600,17893,1088,tipo4,Sim,Não,Sim
2024-11-10,Sunday,13:00:00,Aluno 1489,15405,1117,tipo1,Não,Sim,Não
2024-11-10,Sunday,11:00:00,Aluno 1608,10799,1762,tipo4,Sim,Não,Sim
2024-11-10,Sunday,12:00:00,Aluno 1343,19084,1145,tipo4,Não,Não,Sim
2024-11-10,Sunday,10:00:00,Aluno 1938,18675,1775,tipo1,Não,Não,Sim
2024-11-10,Sunday,17:30:00,Aluno 1814,13450,1902,tipo2,Não,Sim,Não
2024-11-10,Sunday,20:00:00,Aluno 1378,16710,1316,tipo1,Não,Sim,Não
2024-11-10,Sunday,18:30:00,Aluno 1832,16267,1774,tipo2,Não,Sim,Não
2024-11-10,Sunday,20:00:00,Aluno 1179,17866,1713,tipo2,Sim,Não,Sim
2024-11-10,Sunday,12:30:00,Aluno 1861,18464,1407,tipo3,Não,Sim,Não
2024-11-10,Sunday,14:00:00,Aluno 1328,14021,1269,tipo1,Sim,Sim,Não
2024-11-10,Sunday,13:30:00,Aluno 1588,11065,1440,tipo4,Sim,Sim,Não
2024-11-10,Sunday,12:30:00,Aluno 1091,17233,1734,tipo1,Não,Sim,Não
2024-11-10,Sunday,14:30:00,Aluno 1098,11548,1283,tipo3,Sim,Não,Sim
2024-11-10,Sunday,11:00:00,Aluno 1730,19683,1093,tipo4,Sim,Não,Sim
2024-11-10,Sunday,19:30:00,Aluno 1019,14849,1143,tipo4,Sim,Sim,Não
2024-11-10,Sunday,12:30:00,Aluno 1825,18618,1931,tipo2,Não,Não,Sim
2024-11-10,Sunday,13:30:00,Aluno 1850,19380,1973,tipo2,Não,Não,Sim
2024-11-10,Sunday,10:00:00,Aluno 1563,10641,1903,tipo1,Não,Sim,Não
2024-11-10,Sunday,20:00:00,Aluno 1581,18949,1941,tipo1,Não,Não,Sim
2024-11-10,Sunday,10:30:00,Aluno 1955,17470,1576,tipo4,Sim,Sim,Não
2024-11-10,Sunday,18:00:00,Aluno 1546,14537,1567,tipo3,Não,Sim,Não
2024-11-10,Sunday,18:00:00,Aluno 1047,14481,1045,tipo4,Não,Sim,Não
2024-11-10,Sunday,19:30:00,Aluno 1837,17229,1760,tipo2,Não,Sim,Não
2024-11-10,Sunday,10:00:00,Aluno 1025,19176,1311,tipo4,Sim,Sim,Não
2024-11-10,Sunday,14:00:00,Aluno 1345,19133,1800,tipo4,Sim,Sim,Não
2024-11-10,Sunday,10:30:00,Aluno 1657,17930,1967,tipo3,Sim,Sim,Não
2024-11-10,Sunday,18:00:00,Aluno 1924,12780,1833,tipo1,Sim,Não,Sim
2024-11-11,Monday,19:00:00,Aluno 1516,18264,1051,tipo2,Sim,Não,Sim
2024-11-11,Monday,12:30:00,Aluno 1533,10482,1008,tipo4,Sim,Não,Sim
2024-11-11,Monday,11:00:00,Aluno 1133,12826,1345,tipo3,Sim,Não,Sim
2024-11-11,Monday,19:30:00,Aluno 1657,19218,1157,tipo3,Sim,Não,Sim
2024-11-11,Monday,11:00:00,Aluno 1999,13429,1194,tipo2,Não,Sim,Não
2024-11-11,Monday,14:00:00,Aluno 1263,16029,1970,tipo4,Sim,Sim,Não
2024-11-11,Monday,12:30:00,Aluno 1405,13277,1656,tipo3,Sim,Sim,Não
2024-11-11,Monday,14:30:00,Aluno 1035,19192,1371,tipo3,Não,Sim,Não
2024-11-11,Monday,11:00:00,Aluno 1765,16394,1534,tipo1,Não,Não,Sim
2024-11-11,Monday,12:30:00,Aluno 1880,11521,1286,tipo3,Sim,Sim,Não
2024-11-11,Monday,19:00:00,Aluno 1377,12857,1859,tipo3,Não,Não,Sim
2024-11-11,Monday,20:30:00,Aluno 1295,15685,1638,tipo1,Sim,Não,Sim
2024-11-11,Monday,18:00:00,Aluno 1598,16138,1761,tipo2,Não,Não,Sim
2024-11-11,Monday,13:00:00,Aluno 1548,15996,1207,tipo2,Não,Sim,Não
2024-11-11,Monday,13:30:00,Aluno 1098,18918,1233,tipo3,Sim,Não,Sim
2024-11-11,Monday,11:30:00,Aluno 1551,14463,1565,tipo1,Não,Não,Sim
2024-11-11,Monday,14:30:00,Aluno 1428,14377,1583,tipo4,Sim,Não,Sim
2024-11-11,Monday,20:00:00,Aluno 1534,15558,1820,tipo4,Não,Sim,Não
2024-11-11,Monday,10:00:00,Aluno 1046,15530,1083,tipo1,Não,Sim,Não
2024-11-11,Monday,14:30:00,Aluno 1532,13642,1282,tipo4,Sim,Sim,Não
2024-11-11,Monday,20:30:00,Aluno 1264,17101,1135,tipo3,Não,Não,Sim
2024-11-11,Monday,17:30:00,Aluno 1870,14516,1388,tipo3,Sim,Sim,Não
2024-11-11,Monday,17:00:00,Aluno 1723,19447,1980,tipo3,Sim,Sim,Não
2024-11-11,Monday,20:30:00,Aluno 1621,10059,1035,tipo1,Sim,Sim,Não
2024-11-11,Monday,17:00:00,Aluno 1658,17944,1033,tipo1,Sim,Não,Sim
2024-11-11,Monday,14:00:00,Aluno 1486,16474,1033,tipo2,Sim,Sim,Não
2024-11-11,Monday,18:30:00,Aluno 1845,18996,1342,tipo1,Sim,Não,Sim
2024-11-11,Monday,20:30:00,Aluno 1850,11539,1449,tipo4,Não,Não,Sim
2024-11-11,Monday,19:30:00,Aluno 1129,11329,1324,tipo1,Não,Não,Sim
2024-11-11,Monday,17:00:00,Aluno 1240,17502,1707,tipo2,Não,Não,Sim
2024-11-11,Monday,20:30:00,Aluno 1258,18310,1304,tipo1,Sim,Sim,Não
2024-11-11,Monday,10:00:00,Aluno 1491,11336,1290,tipo2,Não,Sim,Não
2024-11-11,Monday,12:30:00,Aluno 1693,18078,1007,tipo1,Sim,Sim,Não
2024-11-11,Monday,17:00:00,Aluno 1602,16488,1560,tipo3,Sim,Sim,Não
2024-11-11,Monday,19:00:00,Aluno 1507,14442,1086,tipo3,Não,Não,Sim
2024-11-11,Monday,17:30:00,Aluno 1291,15434,1426,tipo4,Não,Sim,Não
2024-11-11,Monday,10:00:00,Aluno 1432,10604,1136,tipo2,Sim,Não,Sim
2024-11-11,Monday,18:30:00,Aluno 1398,17134,1345,tipo1,Não,Não,Sim
2024-11-11,Monday,14:00:00,Aluno 1624,13879,1082,tipo4,Sim,Sim,Não
2024-11-11,Monday,11:00:00,Aluno 1828,13187,1464,tipo4,Sim,Não,Sim
2024-11-11,Monday,17:00:00,Aluno 1025,10339,1445,tipo3,Não,Não,Sim
2024-11-11,Monday,10:00:00,Aluno 1993,12615,1008,tipo1,Sim,Não,Sim
2024-11-11,Monday,11:30:00,Aluno 1236,16643,1864,tipo1,Não,Sim,Não
2024-11-11,Monday,19:30:00,Aluno 1845,15612,1323,tipo4,Sim,Não,Sim
2024-11-11,Monday,17:00:00,Aluno 1951,11731,1011,tipo4,Não,Sim,Não
2024-11-11,Monday,12:30:00,Aluno 1398,13278,1105,tipo3,Sim,Não,Sim
2024-11-11,Monday,19:00:00,Aluno 1891,12600,1788,tipo2,Não,Sim,Não
2024-11-11,Monday,13:00:00,Aluno 1670,19341,1741,tipo3,Sim,Sim,Não
2024-11-11,Monday,11:30:00,Aluno 1864,19184,1182,tipo2,Não,Sim,Não
2024-11-11,Monday,10:30:00,Aluno 1744,15951,1869,tipo2,Sim,Não,Sim
2024-11-11,Monday,20:00:00,Aluno 1011,15341,1177,tipo2,Sim,Sim,Não
2024-11-11,Monday,12:30:00,Aluno 1125,16696,1175,tipo3,Não,Sim,Não
2024-11-11,Monday,11:00:00,Aluno 1181,14969,1151,tipo2,Não,Não,Sim
2024-11-11,Monday,19:30:00,Aluno 1995,11834,1962,tipo4,Sim,Não,Sim
2024-11-11,Monday,14:00:00,Aluno 1462,18039,1551,tipo3,Não,Não,Sim
2024-11-11,Monday,20:00:00,Aluno 1271,15479,1802,tipo4,Sim,Não,Sim
2024-11-11,Monday,17:00:00,Aluno 1582,18768,1923,tipo4,Não,Não,Sim
2024-11-11,Monday,11:00:00,Aluno 1071,10524,1550,tipo3,Não,Não,Sim
2024-11-11,Monday,17:30:00,Aluno 1396,14122,1523,tipo1,Sim,Não,Sim
2024-11-11,Monday,17:30:00,Aluno 1728,18015,1549,tipo3,Não,Não,Sim
2024-11-11,Monday,17:30:00,Aluno 1500,10557,1544,tipo1,Sim,Sim,Não
2024-11-11,Monday,12:00:00,Aluno 1645,10371,1757,tipo1,Sim,Sim,Não
2024-11-11,Monday,18:30:00,Aluno 1388,10129,1006,tipo3,Não,Sim,Não
2024-11-11,Monday,19:30:00,Aluno 1800,12542,1389,tipo1,Não,Não,Sim
2024-11-11,Monday,14:00:00,Aluno 1436,18539,1926,tipo1,Não,Não,Sim
2024-11-11,Monday,10:00:00,Aluno 1872,16597,1494,tipo4,Não,Sim,Não
2024-11-11,Monday,17:30:00,Aluno 1663,16473,1276,tipo1,Não,Sim,Não
2024-11-11,Monday,14:00:00,Aluno 1677,18647,1279,tipo4,Não,Sim,Não
